imu_x,imu_y,imu_z,gyro_x,gyro_y,gyro_z,emg_1,emg_2,emg_3,emg_4,joint_angle
-0.04279396733320877,0.9978267651236479,-0.04312044243245764,0.9891675964594607,-0.0033365899345979,0.9574360609463094,0.044455051165622504,1.0522804819367986,-0.04931467946413374,1.0312740266286788,-0.03500043438326126
-0.023409474968679927,1.0932734164491444,0.0884601670408691,1.0889580503514351,0.0843229044848422,0.9470999372383683,0.19689575425549666,1.026137268053087,-0.05584510924926776,0.9295648006304639,0.031697893524889206
0.13351417802569898,0.9760192898842027,0.1830824230888417,1.0498947311040772,0.0934302591685745,0.9740912139543849,0.2598284180362902,0.8813896305280499,0.03351407529066769,1.0266495186384659,0.14036786777321691
0.15600620652634373,1.1066635634814999,0.2755652698824831,1.0503525792785542,0.13225067809894764,1.0102873690093983,0.4691387910252429,0.8555043376716277,0.032034899993960336,1.0611812788577655,0.18712281984770635
0.28479671462271117,1.0019273748161706,0.3395712937090901,0.9408802486904686,0.08005967602070053,1.0126018031272408,0.5424116184768152,0.7987388303380505,0.0006030100537294525,1.0073037974388586,0.2602816806282227
0.25312082262165747,1.0128096024890099,0.460162583886805,0.8212225247587975,0.1217668581401631,0.8998421354403074,0.7788013349594649,0.7225686003093819,0.05191304343064571,1.0786753951764005,0.2889625581049029
0.35535436413850746,1.0272431499358297,0.5767747476298727,0.926133572355051,0.09851113227980646,0.9428441227587008,0.8236684694902585,0.6604877514348265,0.11088427533433626,1.0004090752282344,0.37041183281417683
0.3132664320600745,0.8856610574703114,0.6291573758377791,0.753069622529259,0.0973463359003066,1.0173306881474766,0.8192798695893009,0.5281417808689596,0.13254195515178552,1.0386791761061025,0.3648496959614323
0.35801084719416554,0.9586423994147198,0.6786863137631809,0.5706146372606651,0.1305742352486669,0.9678601040103344,0.8798528886443081,0.4727472052795094,0.11120720453487154,0.9963840567624633,0.40872616477577045
0.46666008959634275,0.9023849273570946,0.8573089342120649,0.5813918665722174,0.26965814557048956,1.0002709828280387,0.9685215232941643,0.2705036045933537,-0.028356389837329743,1.0728915238628183,0.5444543541758887
0.5242842543991363,0.8685700021371704,0.8010473858151159,0.5320622802585169,0.2557893804699466,0.9279896362278236,0.9800815369237411,0.05469864471214238,0.0824007470662744,0.9982945445819384,0.5536142190380923
0.47257246089392224,0.8796632090411105,0.9312627048251522,0.4418979707241889,0.279972679818224,0.9798209542928424,0.953468745644802,-0.18605636699978761,0.18008996111459677,1.0578267162671757,0.5716595778581516
0.5573617494743103,0.8528883069906952,0.9850299880938513,0.3552619048073906,0.3712373843920309,0.9381879727304463,0.9554717859524099,-0.18632444675390675,0.16511356530142093,1.0406170161463804,0.6484373480437167
0.6557514628201165,0.848484004333047,0.994353975340446,0.24020815702744086,0.26538099140284044,0.8363690448203949,0.9639708619162861,-0.27408022678139454,0.09691609203631038,0.9480201991260586,0.6792581222927602
0.7134958909663367,0.7019270850417229,0.9983943509351765,0.14046161496957787,0.3623068597643336,0.9409368191078883,0.8901065104801029,-0.4409736477627641,0.19283427976526774,0.9856996793135433,0.7287276227165881
0.7001257303907906,0.7023415930892075,1.019669879640039,0.10264959926991757,0.3246347470258647,1.0584510877181152,0.7776199266234268,-0.7355297913767029,0.18380853048033538,0.9971473477371929,0.72089077849258
0.6954003189308954,0.6782408847615307,0.9854741244375014,-0.017879072780400525,0.3850243988953521,0.8903387217487215,0.6369907165545874,-0.6936284558001301,0.1679155880507462,1.031422384241436,0.7203472765757685
0.8717091573396867,0.5964765370383847,0.9629819419011996,-0.19924414164596638,0.5499316023423001,0.9144052728290619,0.5057993484264026,-0.8045695202532223,0.09418441758449787,0.9037257534208865,0.8347354817086633
0.8227064172042962,0.6143752442521716,1.042364669456688,-0.22999026597668376,0.4347287933317545,0.9681817163158605,0.5011836079737138,-0.9408042960886361,0.19789174957216332,1.030274745403183,0.8110083681055054
0.7864157821920358,0.6066462196382046,0.9400954876593512,-0.3628345607257966,0.5015861825759875,0.8686983187438198,0.32549849713364953,-1.0052536569317294,0.2532102339452641,0.9964736047141448,0.7755537739090208
0.808846432926164,0.49533252056767313,0.898741800557498,-0.4072208745653132,0.4479422422974281,0.9066995565462106,0.23113098434243654,-0.9635519295557532,0.1633570076198805,0.9415175183484962,0.763634205089817
0.8673665515437637,0.454396999627206,0.9029010329876337,-0.5283072200428028,0.47151141243651007,0.8851027021332397,-0.026295959134464933,-1.0412465217140676,0.11315381247658093,1.1060622234928914,0.7988558681554739
0.8831400401305712,0.4557979036525987,0.688842318810936,-0.5305196542407952,0.5383814421571373,0.8114617386615949,-0.17871830468201508,-0.915657654260037,0.17389826956052992,0.9094129363707978,0.755899004139994
0.909564122507602,0.39300014582392234,0.7303208142087522,-0.7642030398878621,0.6380660355676008,0.8253240936560464,-0.3517715092790004,-0.8822335329455975,0.1969983337567719,0.9647502051417716,0.8014915126299468
0.8949027997890034,0.3539400485126465,0.7223626757136654,-0.7740630395599204,0.5070640468084611,0.8168001958851827,-0.35512344559882947,-1.0331825818722318,0.20853771443752508,0.9111869008204512,0.7655730119702935
0.8824772337122465,0.3251233703801795,0.5861439797778949,-0.8105065191977748,0.5778789538725283,0.7906144469511447,-0.5824554399144244,-0.798359062393142,0.23180459158427583,0.9655975244811303,0.7326576015639974
1.0001410756613325,0.2037392349293981,0.5100660082047213,-0.8725410986922234,0.587138488839744,0.8417668788636431,-0.6756530695691767,-0.6659916206697287,0.31286321333167244,0.9015416232807729,0.7705180380600314
1.0096681012924746,0.2540256019139531,0.45407972140569935,-0.8698141018298244,0.6425621644129855,0.7815591389812412,-0.7159543264641373,-0.6080209593937206,0.2905384675481727,1.0011283144105132,0.7695703999505443
0.9661889981801045,0.2525202087436816,0.3008859769564178,-1.0257618952217233,0.6365221751269939,0.6757884777059688,-0.9159802351941106,-0.3613730995722948,0.18452156289654414,0.8483624068270672,0.7006647272023764
1.0632980549736817,0.16230103251186623,0.25726993870759174,-0.9488639492455905,0.6639706874864937,0.7242232616060679,-0.792078855507727,-0.3271679582599434,0.28130713939428303,0.9222092079066445,0.7416241465964171
0.9432093154227513,0.0799034445134419,0.08106062439845768,-1.042451132134419,0.6055902680562214,0.7075476317464491,-0.964245480135396,-0.24887782031423872,0.3390787426774259,0.9692870245248328,0.6170408986421573
0.9611965579673132,-0.025614317227311712,0.11812764263931433,-1.0104510325779543,0.6742613190281707,0.710450048748861,-1.0329331399694865,-0.07092182755378924,0.3663375044763548,0.858744838162231,0.6508888355810851
0.9911492902667313,-0.0012723470366748577,-0.045920240333220105,-1.044823278888693,0.7618597061330514,0.7039116671689014,-0.9322015545371548,0.1084159466562408,0.2569571634061732,0.9210358049258172,0.6341705142600099
0.958165881686837,-0.1502587638481545,-0.23168023703203233,-1.009180596034892,0.7710331064978819,0.7023102779493712,-0.9644051727490819,0.274752475401908,0.2458056502193146,0.8712860599869355,0.5637854910333853
0.9226811384118399,-0.13586635862979884,-0.2638550267883922,-0.9158210831484375,0.740265482499347,0.6180629559089843,-0.926524425371264,0.35520537765213855,0.3389262757334475,0.8980029122449771,0.5302371576692717
0.9683113554564213,-0.1870807554910196,-0.27031877259162795,-0.8100076658689075,0.7355266626097128,0.669202390452817,-0.807931642595356,0.5517109233349283,0.41052508326740583,0.9876316251357199,0.5501653784726649
0.9764468725291755,-0.16981454966445764,-0.4950034518057166,-0.8470542466162205,0.8688950090805839,0.576198486315064,-0.6518303978604425,0.7444591489461191,0.3002941093200645,0.8927985336626947,0.5135014025389896
0.9907614268700599,-0.24008007280965787,-0.5186063577343872,-0.8313310103088052,0.7459573642819259,0.5782505841783881,-0.6395905201699444,0.6378411282528686,0.41195974537271024,0.8954069617367193,0.48899027897109903
0.9565655030255555,-0.23880635311407286,-0.5626073347907702,-0.7619526547678911,0.823061891067011,0.5618917876235494,-0.48341412297175135,0.8221488593647318,0.3667520598626751,1.048932949983241,0.474112929288949
0.8893940077128741,-0.35474271020459425,-0.6998642525828924,-0.797374758345496,0.9333489444663106,0.5797391557636186,-0.4510703972273013,0.8528039831165171,0.4009316309991775,0.9149499670123357,0.4214075169748315
0.8628530504006694,-0.3153977566023215,-0.7998210450518158,-0.6139817941456427,0.8133303013460955,0.5662070413475128,-0.28751295048836434,0.978646337920495,0.47573270555955827,1.0220215036608198,0.35414627195400905
0.8793021956822241,-0.5511577455643097,-0.8061014965253447,-0.5657286672864307,0.7835270806518576,0.5365388191992992,-0.15235163690678316,0.9148465786893313,0.3833737236045344,0.8195460083825379,0.3545260650138802
0.8095687668973475,-0.5276829423732964,-0.8398679719111359,-0.45477873572346866,0.8806393342640101,0.5067201830998666,0.014469904311036756,0.9980105844452372,0.44666818641478384,0.9063899847467153,0.328951858728135
0.8718964887170575,-0.5657165705954886,-0.9600336194764073,-0.4221679784621922,0.7769312026716522,0.5684531554203793,0.08503641962941356,0.9077709442869453,0.4834312214365407,0.7926610621824458,0.303324399049937
0.8884933951643018,-0.6148073210033951,-0.9235308555795891,-0.39101099495045716,0.9433446618309536,0.448226184884235,0.28953725976161787,0.935488863498519,0.44079152959490486,0.9975172940006087,0.35585637327446495
0.7859637833042874,-0.5981749370379762,-0.9842551400529979,-0.20212836279475604,0.8732305922051822,0.47682925621686073,0.47732670658134513,0.918500354080569,0.4110711456862984,0.9154330619293788,0.2723514680772808
0.7705128938740461,-0.7164389074648959,-1.0198828926244157,-0.17128926002740802,0.9633835602566829,0.393487597963705,0.571680165622511,0.8271408245184843,0.4625124874355811,0.9813050370970139,0.27196829120103494
0.7593369560287528,-0.7064824084073666,-1.0567310136840402,0.08442319784313607,0.8864469266241272,0.30171019302214297,0.6682108538452883,0.7563511827631911,0.4755436022376634,0.870765027791062,0.2399385592339898
0.7039424208641666,-0.6848067610014199,-1.0322308342594642,0.033062912954054335,0.9822122016550048,0.3123266228971095,0.7479694948808558,0.6718253045818094,0.5308905487171037,0.8860833965365674,0.238744400485245
0.5638238650512437,-0.6903893385429771,-0.9524211546511088,0.11915756991505164,0.9494192149173876,0.33085862632186275,0.8839314832478701,0.4869219410733012,0.4732530122329144,0.7792075633797266,0.18606942911376675
0.5192194343052938,-0.7285048016426929,-0.9503078075201544,0.3268588735097686,0.8934782359352507,0.3504180736902242,1.0533169799547488,0.30055698887222504,0.48600417381317285,0.8859219110682975,0.15321302208365076
0.5104580048053519,-0.7578932595486277,-1.0103770461641175,0.3386205192576398,0.9061499881451661,0.2738111110435566,1.0288584982605604,0.15358305970599448,0.5563720568478625,0.7720511919825538,0.13334588618247395
0.426762087964934,-0.8595342240057043,-0.8778230936788021,0.4812627394733635,0.9408580972013708,0.312947406333448,1.0296622214199789,0.05681972737597692,0.5158276855328909,0.9112823857490424,0.13820573531910052
0.4379802061277601,-0.8772469893606659,-0.865624841504281,0.5456834512794777,0.9446700660975291,0.23613804719754625,1.036095118430101,-0.12467417917771441,0.5306527323994783,0.8508438717050075,0.14823666383210163
